id,STAR_WHITE_DWARF,STAR_CATY_VAR,STAR_BROWN_DWARF,SERENDIPITY_RED,REDDEN_STD,STAR_BHB,GALAXY,SERENDIPITY_DISTANT,QSO,SKY,STAR_RED_DWARF,ROSAT_D,STAR_PN,SERENDIPITY_FIRST,STAR_CARBON,SPECTROPHOTO_STD,STAR_SUB_DWARF,SERENDIPITY_MANUAL,SERENDIPITY_BLUE
199991,0.0,0.00010957858943337266,0.00025889146129699683,0.09264030854228623,0.0,0.0,0.0,2.04445970274843e-05,0.0003627651890316291,2.518891687657431e-05,0.905996798848584,0.0005823971340801178,0.0,0.0,3.626721384046614e-06,0.0,0.0,0.0,0.0
199992,0.0017026491484416456,0.0002263433600744443,0.0,0.000128204571254976,0.00018321723282274012,0.000902225911736536,0.01082250098902768,0.005672834396641694,0.7112730836106947,5.95980275122344e-05,5.69297690430575e-05,0.17853658885798793,1.1294162731037125e-05,0.08520658241475389,0.0026106358129438585,0.0,4.264392324093816e-06,2.3685064852338724e-05,0.0025793622771575547
199993,0.0,0.0,0.0,0.0,0.0,0.0,0.9979567622312464,0.0,0.0006524084410365169,0.0,0.0,0.0009882284088476461,0.0,0.00040247239515885715,0.0,0.0,0.0,1.2852371028940395e-07,0.0
199994,0.00017620434909285725,0.0009907119978156832,0.0,0.0,0.0,2.202324126357049e-06,0.0,0.0020710141350021574,0.11119614392986986,4.923682914820286e-07,0.0,0.022106556075255128,3.2066698733365396e-07,0.02471771529969017,0.0,0.0,0.0,3.423181580659765e-05,0.8387044070380629
199995,0.0,1.0270511580866582e-06,4.858339137627246e-05,0.00016069913945817134,0.0,0.0,0.0,6.926698358450514e-05,0.00018849510980328133,0.0,0.9974518469510048,0.0020789921518272443,0.0,0.0,1.0892217879154305e-06,0.0,0.0,0.0,0.0
199996,0.001932445069199666,0.0,0.0,0.0,0.964209861578284,0.009181943157997129,0.00012740992701520495,0.00015227860156729944,0.0028726386696750765,0.0,0.0,0.020174576911214083,0.0,2.6096662439191597e-06,0.0,0.0013462364188048127,0.0,0.0,0.0
199997,0.0018080496192715825,0.00017872559547689302,7.037297677691767e-07,6.442134433474107e-06,0.0,0.00015820748457362984,0.0,0.35733570144939625,0.01398483784215023,6.6592674805771374e-06,1.4074595355383531e-06,0.0021190729207749147,0.0,0.0003664397034152978,4.439511653718092e-06,0.0,1.4244889755040329e-05,0.044857413367732205,0.5791576550245825
199998,2.5616090277134004e-05,0.0,0.0,0.0,0.000213535198122,0.0005039830295177389,0.0,1.583548546542009e-06,8.764414229268057e-05,0.0,0.0,0.0011813925067818327,0.0,0.0,0.0,0.9979862454844628,0.0,0.0,0.0
199999,0.0,0.0,0.0,0.0,0.0,0.0,0.9985394803946922,0.0,0.00048528512218212587,0.0,0.0,0.0007747331224775101,0.0,0.0002003728369376846,0.0,0.0,0.0,1.2852371028940395e-07,0.0
200000,0.0070185736331503075,0.0090542449785627,2.3952095808383237e-06,8.274739719167939e-06,1.5968063872255487e-06,0.0008015155040232879,0.00023917577686398414,0.004625941809903221,0.41702954589898017,0.0,0.0,0.03480141082032269,0.0001730193207974875,0.07176767144322854,1.0427528675703855e-05,4.282723751104063e-06,1.5968063872255487e-06,1.5081324846671894e-05,0.4544452456748192
200001,0.0,0.9877485076418068,7.614696363982485e-07,7.050943063634763e-07,7.614696363982485e-07,1.1422044545973729e-06,0.000770052941559494,0.0,0.0020855316371469197,3.045878545592994e-06,3.969405523243269e-05,0.007534398349870648,0.0,0.0,6.808130860739303e-06,2.6651437273938703e-06,0.0016984257976804492,9.383920414565947e-06,9.811626512123182e-05
200002,0.0,0.0,0.0,0.0,0.0,0.0,0.9986462797866288,0.0,0.00043597916482476844,0.0,0.0,0.0007266475767403615,0.0,0.00019096494809589908,0.0,0.0,0.0,1.2852371028940395e-07,0.0
200003,0.0061437466790482,0.0026982699181431788,0.0,0.00020829347116166884,0.0007408542857063459,0.0025539620093509422,0.03762454235006977,0.0014222961542209346,0.7381141201436745,0.0002722752494358933,0.00025399745347549126,0.13924850623711402,8.652794670929098e-05,0.060553751060935024,0.004462048529955827,7.2202166064981945e-06,4.977871079771037e-05,0.0001306175055112377,0.005429192078084596
200004,3.9081582804103565e-06,2.437734071728245e-07,0.0,7.410426470043349e-08,0.0,0.0,2.360352153546163e-05,6.729259231396072e-05,0.999471032760822,7.343577938779129e-06,2.247617784570804e-06,0.00010340123311050824,2.9311187103077674e-06,0.00010810403931864205,0.0,0.0,0.0,0.0,0.0002098175025140762
200005,0.0,0.0,0.0,0.0,0.0,0.0,0.9988581454190856,0.0,0.0003444043196209136,0.0,0.0,0.0006251048630739603,0.0,0.00017221687450933652,0.0,0.0,0.0,1.2852371028940395e-07,0.0
200006,0.0,1.0270511580866582e-06,7.679792704163167e-05,0.0002868140177862326,0.0,0.0,0.0,4.896651642466203e-05,0.00016545190265997243,0.0,0.9973846658494048,0.0020323262834083533,0.0,0.0,3.9504521169569194e-06,0.0,0.0,0.0,0.0
200007,1.875e-05,9.86842105263158e-05,9.001533167130087e-06,0.0,0.0,0.0,0.9867747432718044,6.25e-05,0.001788668446023093,0.0010300438596491227,4.395923712789618e-05,0.005337452775935528,0.0,0.0027010083690021704,6.885964912280699e-05,2.192982456140351e-06,0.002,5.3744748342258555e-05,1.0390916843607837e-05
200008,0.0,0.0,1.93050193050193e-06,0.0,0.0,0.0,0.8965418467484788,0.0,0.0009281637637123713,3.01659125188537e-06,1.93050193050193e-06,0.00517734922300873,0.0,0.0973232819834136,3.1147797977177026e-06,0.0,0.0,1.5553937000086233e-05,3.811969475186785e-06
200009,0.005123496371217579,6.03500301750151e-07,0.0,0.0,0.0011979767304235126,0.9239138887580888,5.2769619649893126e-05,0.003383741823777236,0.05008224763227288,1.8105009052504525e-06,6.71591672263264e-07,0.004254812006218304,0.0,0.00022210632415510048,9.157509157509157e-07,0.0011528679104346874,0.0,0.0,0.01061209147996703
